Year,Quarter,LGA,PTB Xpert Positive,PTB Smear Positive,PTB TB Lamp,PTB LF-LAM and other,PTB Clinically Diagnosed (X-ray and others),EPTB Xpert Positive,EPTB Clinically Diagnosed (X-ray and others),Total TB Cases notified,All TB cases who had Xpert test,PTB Truenat Positive,All TB cases who had Truenat test,Date,Year-Quarter
2021,4,Kajuru,124,11,0,0,1,0,0,136,124,0,0,2021-12-31,2021 Q4
2021,1,Kaura,22,12,0,0,6,0,0,40,22,0,0,2021-03-31,2021 Q1
2021,2,Kaura,10,12,0,0,2,0,0,24,11,0,0,2021-06-30,2021 Q2
2021,3,Kaura,10,2,0,0,0,0,0,12,10,0,0,2021-09-30,2021 Q3
2021,4,Kaura,16,4,0,0,5,0,0,25,16,0,0,2021-12-31,2021 Q4
2021,1,Kauru,3,109,0,0,1,0,0,113,3,0,0,2021-03-31,2021 Q1
2021,2,Kauru,50,117,0,0,0,0,0,167,50,0,0,2021-06-30,2021 Q2
2021,3,Kauru,61,138,0,0,0,0,0,199,61,0,0,2021-09-30,2021 Q3
2021,4,Kauru,61,224,0,0,0,0,0,285,61,0,0,2021-12-31,2021 Q4
2021,1,Kubau,36,0,0,0,3,0,0,39,36,0,0,2021-03-31,2021 Q1
2021,2,Kubau,38,3,0,0,2,0,0,43,38,0,0,2021-06-30,2021 Q2
2021,3,Kubau,34,7,0,0,1,0,0,42,34,0,0,2021-09-30,2021 Q3
2021,4,Kubau,54,6,0,0,2,0,0,62,54,0,0,2021-12-31,2021 Q4
2021,1,Kudan,17,0,0,0,3,0,1,21,17,0,0,2021-03-31,2021 Q1
2021,2,Kudan,19,0,0,0,4,0,0,23,19,0,0,2021-06-30,2021 Q2
2021,3,Kudan,23,5,0,0,4,0,0,32,23,0,0,2021-09-30,2021 Q3
2021,4,Kudan,29,4,0,0,3,0,0,36,29,0,0,2021-12-31,2021 Q4
2021,1,Lere,37,0,0,0,12,0,0,49,42,0,0,2021-03-31,2021 Q1
2021,2,Lere,49,0,0,0,8,0,0,57,49,0,0,2021-06-30,2021 Q2
2021,3,Lere,30,2,0,0,12,0,0,44,31,0,0,2021-09-30,2021 Q3
2021,4,Lere,52,2,0,0,4,0,0,58,52,0,0,2021-12-31,2021 Q4
2021,1,Markarfi,33,3,0,0,22,0,0,58,33,0,0,2021-03-31,2021 Q1
2021,2,Markarfi,34,5,0,0,20,1,0,60,38,0,0,2021-06-30,2021 Q2
2021,3,Markarfi,44,0,0,0,26,0,0,70,44,0,0,2021-09-30,2021 Q3
2021,4,Markarfi,55,5,0,0,31,0,0,91,56,0,0,2021-12-31,2021 Q4
2021,1,Sabon Gari,41,14,0,0,11,0,0,66,41,0,0,2021-03-31,2021 Q1
2021,2,Sabon Gari,53,7,0,0,22,0,0,82,53,0,0,2021-06-30,2021 Q2
2021,3,Sabon Gari,85,4,0,0,18,0,0,107,85,0,0,2021-09-30,2021 Q3
2021,4,Sabon Gari,77,19,0,0,23,0,0,119,77,0,0,2021-12-31,2021 Q4
2021,1,Sanga,7,15,0,0,5,0,1,28,7,0,0,2021-03-31,2021 Q1
2021,2,Sanga,1,20,0,0,4,0,0,25,1,0,0,2021-06-30,2021 Q2
2021,3,Sanga,7,11,0,0,4,0,0,22,7,0,0,2021-09-30,2021 Q3
2021,4,Sanga,4,1,0,0,15,0,0,20,4,0,0,2021-12-31,2021 Q4
2021,1,Soba,27,15,0,0,1,0,0,43,27,0,0,2021-03-31,2021 Q1
2021,2,Soba,46,6,0,0,2,0,1,55,46,0,0,2021-06-30,2021 Q2
2021,3,Soba,35,9,0,0,10,0,0,54,37,0,0,2021-09-30,2021 Q3
2021,4,Soba,35,7,0,0,3,0,0,45,35,0,0,2021-12-31,2021 Q4
2021,1,Zangon Kataf,32,13,0,0,11,0,0,56,32,0,0,2021-03-31,2021 Q1
2021,2,Zangon Kataf,34,14,0,0,13,0,1,62,35,0,0,2021-06-30,2021 Q2
2021,3,Zangon Kataf,29,11,0,0,12,0,1,53,29,0,0,2021-09-30,2021 Q3
2021,4,Zangon Kataf,50,5,0,0,8,1,0,64,51,0,0,2021-12-31,2021 Q4
2021,1,Zaria,152,0,0,0,22,1,14,189,153,0,0,2021-03-31,2021 Q1
2021,2,Zaria,241,0,0,0,12,0,25,278,241,0,0,2021-06-30,2021 Q2
2021,3,Zaria,331,0,0,0,12,0,14,357,331,0,0,2021-09-30,2021 Q3
2021,4,Zaria,352,21,0,0,50,0,7,430,352,0,0,2021-12-31,2021 Q4
2022,1,Birin Gwari,115,0,0,0,5,0,0,120,115,0,0,2022-03-31,2022 Q1
2022,2,Birin Gwari,71,16,0,0,22,0,0,109,71,0,0,2022-06-30,2022 Q2
2022,3,Birin Gwari,23,34,0,0,46,0,0,103,23,0,0,2022-09-30,2022 Q3
2022,4,Birin Gwari,46,68,0,0,32,0,0,146,46,0,0,2022-12-31,2022 Q4
2022,1,Chikun,223,74,0,0,21,1,0,319,275,0,0,2022-03-31,2022 Q1
2022,2,Chikun,187,46,0,0,10,0,0,243,188,0,0,2022-06-30,2022 Q2
2022,3,Chikun,292,35,5,0,44,0,0,376,292,0,0,2022-09-30,2022 Q3
2022,4,Chikun,406,18,2,0,31,0,0,457,406,0,0,2022-12-31,2022 Q4
2022,1,Giwa,488,0,0,0,28,7,0,523,495,0,0,2022-03-31,2022 Q1
2022,2,Giwa,378,0,0,0,12,7,19,416,385,0,0,2022-06-30,2022 Q2
2022,3,Giwa,448,77,3,0,18,0,26,572,448,0,0,2022-09-30,2022 Q3
2022,4,Giwa,251,299,2,0,24,1,0,577,252,0,0,2022-12-31,2022 Q4
2022,1,Igabi,112,0,0,0,24,0,0,148,112,12,12,2022-03-31,2022 Q1
2022,2,Igabi,121,0,0,0,25,0,0,153,122,7,7,2022-06-30,2022 Q2
2022,3,Igabi,214,2,0,0,16,0,0,243,214,11,11,2022-09-30,2022 Q3
2022,4,Igabi,137,52,0,0,54,0,0,252,137,9,9,2022-12-31,2022 Q4
2022,1,Ikara,25,1,0,0,12,0,1,39,26,0,0,2022-03-31,2022 Q1
2022,2,Ikara,31,0,0,0,8,0,1,40,31,0,0,2022-06-30,2022 Q2
2022,3,Ikara,31,3,0,0,7,0,0,41,31,0,0,2022-09-30,2022 Q3
2022,4,Ikara,10,1,0,0,47,0,1,59,23,0,0,2022-12-31,2022 Q4
2022,1,Jaba,21,3,0,0,11,0,0,35,21,0,0,2022-03-31,2022 Q1
2022,2,Jaba,8,6,0,0,6,0,0,20,8,0,0,2022-06-30,2022 Q2
2022,3,Jaba,41,4,0,0,3,0,0,48,41,0,0,2022-09-30,2022 Q3
2022,4,Jaba,40,18,0,0,8,0,0,66,40,0,0,2022-12-31,2022 Q4
2022,1,Jemaa,87,13,0,0,29,0,0,129,87,0,0,2022-03-31,2022 Q1
2022,2,Jemaa,104,26,6,0,21,0,1,158,104,0,0,2022-06-30,2022 Q2
2022,3,Jemaa,138,63,25,0,43,0,0,269,138,0,0,2022-09-30,2022 Q3
2022,4,Jemaa,113,192,2,0,77,0,0,384,253,0,0,2022-12-31,2022 Q4
2022,1,Kachia,348,0,0,0,15,0,0,363,348,0,0,2022-03-31,2022 Q1
2022,2,Kachia,213,147,0,0,23,0,0,383,213,0,0,2022-06-30,2022 Q2
2022,3,Kachia,222,240,0,0,34,0,0,496,222,0,0,2022-09-30,2022 Q3
2022,4,Kachia,215,247,0,0,33,0,0,495,215,0,0,2022-12-31,2022 Q4
2022,1,Kaduna North,496,14,5,0,109,0,13,637,497,0,0,2022-03-31,2022 Q1
2022,2,Kaduna North,631,0,3,0,78,0,5,717,642,0,0,2022-06-30,2022 Q2
2022,3,Kaduna North,523,0,0,0,192,0,6,721,780,0,0,2022-09-30,2022 Q3
2022,4,Kaduna North,567,182,5,0,256,0,6,1016,567,0,0,2022-12-31,2022 Q4
2022,1,Kaduna South,188,0,32,0,95,0,9,324,188,0,0,2022-03-31,2022 Q1
2022,2,Kaduna South,210,0,4,0,105,2,6,327,212,0,4,2022-06-30,2022 Q2
2022,3,Kaduna South,254,0,25,0,88,2,9,378,256,0,0,2022-09-30,2022 Q3
2022,4,Kaduna South,359,0,14,0,114,0,8,495,359,0,0,2022-12-31,2022 Q4
2022,1,Kagarko,34,0,0,0,1,0,0,35,34,0,0,2022-03-31,2022 Q1
2022,2,Kagarko,39,0,0,0,0,0,0,39,39,0,0,2022-06-30,2022 Q2
2022,3,Kagarko,73,0,0,0,0,0,0,73,73,0,0,2022-09-30,2022 Q3
2022,4,Kagarko,201,0,0,0,1,0,0,202,201,0,0,2022-12-31,2022 Q4
2022,1,Kajuru,155,21,0,0,3,0,0,179,155,0,0,2022-03-31,2022 Q1
2022,2,Kajuru,162,46,0,0,3,0,0,211,162,0,0,2022-06-30,2022 Q2
2022,3,Kajuru,214,36,0,0,3,0,0,253,214,0,0,2022-09-30,2022 Q3
2022,4,Kajuru,107,163,0,0,13,0,0,283,107,0,0,2022-12-31,2022 Q4
2022,1,Kaura,17,2,0,0,3,0,0,22,17,0,0,2022-03-31,2022 Q1
2022,2,Kaura,28,8,0,0,5,0,0,41,28,0,0,2022-06-30,2022 Q2
2022,3,Kaura,34,7,0,0,2,0,0,43,34,0,0,2022-09-30,2022 Q3
2022,4,Kaura,20,48,0,0,14,0,0,82,20,0,0,2022-12-31,2022 Q4
2022,1,Kauru,389,8,0,0,0,0,0,397,389,0,0,2022-03-31,2022 Q1
2022,2,Kauru,69,327,0,0,0,0,0,396,69,0,0,2022-06-30,2022 Q2
2022,3,Kauru,86,407,0,0,51,0,0,544,86,0,0,2022-09-30,2022 Q3
2022,4,Kauru,124,170,0,0,303,0,0,597,125,0,0,2022-12-31,2022 Q4
2022,1,Kubau,54,10,0,0,6,0,0,70,54,0,0,2022-03-31,2022 Q1
2022,2,Kubau,50,5,0,0,5,0,0,60,50,0,0,2022-06-30,2022 Q2
2022,3,Kubau,77,11,0,0,2,0,0,90,90,0,0,2022-09-30,2022 Q3
2022,4,Kubau,72,15,0,0,6,0,1,94,72,0,0,2022-12-31,2022 Q4
2022,1,Kudan,34,0,0,0,5,0,0,39,34,0,0,2022-03-31,2022 Q1
2022,2,Kudan,34,2,0,0,3,0,0,39,34,0,0,2022-06-30,2022 Q2
2022,3,Kudan,49,3,0,0,4,0,0,56,49,0,0,2022-09-30,2022 Q3
2022,4,Kudan,52,4,0,0,4,0,0,60,52,0,0,2022-12-31,2022 Q4
2022,1,Lere,46,0,0,0,4,0,1,51,46,0,0,2022-03-31,2022 Q1
2022,2,Lere,38,1,2,0,4,0,0,45,38,0,0,2022-06-30,2022 Q2
2022,3,Lere,36,0,2,0,5,0,0,43,36,0,0,2022-09-30,2022 Q3
2022,4,Lere,53,0,5,0,6,0,0,64,53,0,0,2022-12-31,2022 Q4
2022,1,Makarfi,46,6,0,0,23,0,0,75,46,0,0,2022-03-31,2022 Q1
2022,2,Makarfi,60,0,0,0,23,0,0,83,80,0,0,2022-06-30,2022 Q2
2022,3,Makarfi,89,0,9,0,43,0,0,141,89,0,0,2022-09-30,2022 Q3
2022,4,Makarfi,94,2,0,0,56,0,0,152,94,0,0,2022-12-31,2022 Q4
2022,1,Sabon Gari,129,10,0,0,24,0,0,163,129,0,0,2022-03-31,2022 Q1
2022,2,Sabon Gari,184,6,0,0,14,0,0,204,184,0,0,2022-06-30,2022 Q2
2022,3,Sabon Gari,318,6,0,0,18,0,0,342,318,0,0,2022-09-30,2022 Q3
2022,4,Sabon Gari,307,4,0,0,37,0,0,348,307,0,0,2022-12-31,2022 Q4
2022,1,Sanga,14,4,2,0,14,0,0,34,14,0,0,2022-03-31,2022 Q1
2022,2,Sanga,14,3,3,0,16,0,0,36,14,0,0,2022-06-30,2022 Q2
2022,3,Sanga,10,2,6,0,6,0,0,24,10,0,0,2022-09-30,2022 Q3
2022,4,Sanga,6,23,1,0,12,0,0,42,6,0,0,2022-12-31,2022 Q4
2022,1,Soba,37,6,0,0,4,0,1,48,37,0,0,2022-03-31,2022 Q1
2022,2,Soba,39,4,0,0,4,0,1,48,39,0,0,2022-06-30,2022 Q2
2022,3,Soba,59,8,0,0,6,0,0,73,59,0,0,2022-09-30,2022 Q3
2022,4,Soba,95,10,0,0,10,0,0,118,95,3,3,2022-12-31,2022 Q4
2022,1,Zangon Kataf,66,1,0,0,12,0,0,79,66,0,0,2022-03-31,2022 Q1
2022,2,Zangon Kataf,57,7,0,0,15,0,0,79,57,0,0,2022-06-30,2022 Q2
2022,3,Zangon Kataf,80,20,0,0,29,1,0,130,81,0,0,2022-09-30,2022 Q3
2022,4,Zangon Kataf,72,39,0,0,42,0,0,153,102,0,0,2022-12-31,2022 Q4
2022,1,Zaria,412,16,0,0,39,0,15,482,411,0,0,2022-03-31,2022 Q1
2022,2,Zaria,476,45,0,0,107,0,0,628,478,0,0,2022-06-30,2022 Q2
2022,3,Zaria,527,81,0,0,126,0,0,734,527,0,0,2022-09-30,2022 Q3
2022,4,Zaria,538,115,0,0,183,0,0,836,538,0,0,2022-12-31,2022 Q4
2023,1,Birin Gwari,0,64,0,0,60,0,0,124,0,0,0,2023-03-31,2023 Q1
2023,2,Birin Gwari,48,21,0,0,71,0,0,140,48,0,0,2023-06-30,2023 Q2
2023,3,Birin Gwari,28,45,0,0,106,0,0,179,28,0,0,2023-09-30,2023 Q3
2023,4,Birin Gwari,34,23,0,0,123,0,0,180,34,0,0,2023-12-31,2023 Q4
2023,1,Chikun,292,20,3,0,26,2,0,343,294,0,0,2023-03-31,2023 Q1
2023,2,Chikun,385,52,8,0,47,0,1,493,387,0,0,2023-06-30,2023 Q2
2023,3,Chikun,585,12,26,0,54,0,0,677,585,0,0,2023-09-30,2023 Q3
2023,4,Chikun,634,14,7,0,44,0,0,699,634,0,0,2023-12-31,2023 Q4
2023,1,Giwa,273,259,1,0,30,0,0,563,273,0,0,2023-03-31,2023 Q1
2023,2,Giwa,347,147,0,0,7,0,12,513,347,0,0,2023-06-30,2023 Q2
2023,3,Giwa,382,248,2,0,17,1,10,660,383,0,0,2023-09-30,2023 Q3
2023,4,Giwa,305,216,0,0,8,1,3,533,306,0,0,2023-12-31,2023 Q4
2023,1,Igabi,173,27,0,0,52,0,0,254,173,2,2,2023-03-31,2023 Q1
2023,2,Igabi,203,8,0,0,42,0,0,263,203,10,10,2023-06-30,2023 Q2
2023,3,Igabi,278,2,0,0,28,0,0,321,278,13,13,2023-09-30,2023 Q3
2023,4,Igabi,325,9,0,0,66,0,0,400,325,0,0,2023-12-31,2023 Q4
2023,1,Ikara,42,0,0,0,16,0,0,58,42,0,0,2023-03-31,2023 Q1
2023,2,Ikara,92,10,2,0,36,0,0,140,92,0,0,2023-06-30,2023 Q2
2023,3,Ikara,69,6,2,0,48,0,0,125,69,0,0,2023-09-30,2023 Q3
2023,4,Ikara,130,0,0,1,50,0,0,181,130,0,0,2023-12-31,2023 Q4
2023,1,Jaba,49,32,2,0,10,0,0,93,51,0,0,2023-03-31,2023 Q1
2023,2,Jaba,54,41,0,0,11,0,0,106,54,0,0,2023-06-30,2023 Q2
2023,3,Jaba,72,58,0,0,18,0,0,148,74,0,0,2023-09-30,2023 Q3
2023,4,Jaba,90,55,4,0,13,0,0,162,90,0,0,2023-12-31,2023 Q4
2023,1,Jema'A,234,68,1,0,36,0,0,339,234,0,0,2023-03-31,2023 Q1
2023,2,Jema'A,158,44,11,0,44,0,1,258,158,0,0,2023-06-30,2023 Q2
2023,3,Jema'A,282,103,15,0,70,0,0,470,282,0,0,2023-09-30,2023 Q3
2023,4,Jema'A,212,61,11,0,49,0,0,333,212,0,0,2023-12-31,2023 Q4
2023,1,Kachia,229,239,0,0,29,0,0,497,233,0,0,2023-03-31,2023 Q1
2023,2,Kachia,196,258,0,0,12,0,0,466,196,0,0,2023-06-30,2023 Q2
2023,3,Kachia,218,290,0,0,21,0,0,529,218,0,0,2023-09-30,2023 Q3
2023,4,Kachia,223,287,0,0,10,0,0,520,223,0,0,2023-12-31,2023 Q4
2023,1,Kaduna North,440,171,0,0,204,0,4,819,612,0,0,2023-03-31,2023 Q1
2023,2,Kaduna North,671,0,5,0,315,0,2,993,676,0,0,2023-06-30,2023 Q2
2023,3,Kaduna North,991,0,11,0,274,0,8,1284,991,0,0,2023-09-30,2023 Q3
2023,4,Kaduna North,1113,0,9,1,158,0,5,1286,1113,0,0,2023-12-31,2023 Q4
2023,1,Kaduna South,512,2,6,0,57,0,5,582,512,0,0,2023-03-31,2023 Q1
2023,2,Kaduna South,582,1,32,0,71,0,7,693,582,0,0,2023-06-30,2023 Q2
2023,3,Kaduna South,740,10,50,0,93,0,2,895,740,0,0,2023-09-30,2023 Q3
2023,4,Kaduna South,679,0,0,62,92,1,4,838,684,0,0,2023-12-31,2023 Q4
2023,1,Kagarko,206,0,0,0,1,0,0,207,206,0,0,2023-03-31,2023 Q1
2023,2,Kagarko,277,0,0,0,0,0,2,279,277,0,0,2023-06-30,2023 Q2
2023,3,Kagarko,311,0,0,0,0,0,0,311,311,0,0,2023-09-30,2023 Q3
2023,4,Kagarko,314,0,0,0,0,0,0,314,314,0,0,2023-12-31,2023 Q4
2023,1,Kajuru,133,124,0,0,13,0,0,270,133,0,0,2023-03-31,2023 Q1
2023,2,Kajuru,138,120,0,0,16,0,0,274,138,0,0,2023-06-30,2023 Q2
2023,3,Kajuru,206,151,0,0,21,0,0,378,206,0,378,2023-09-30,2023 Q3
2023,4,Kajuru,198,175,0,0,9,0,0,382,198,0,0,2023-12-31,2023 Q4
2023,1,Kaura,32,40,0,0,18,0,0,90,32,0,0,2023-03-31,2023 Q1
2023,2,Kaura,62,30,0,0,19,1,0,112,63,0,0,2023-06-30,2023 Q2
2023,3,Kaura,43,22,5,0,32,0,0,102,47,0,0,2023-09-30,2023 Q3
2023,4,Kaura,43,20,16,0,20,0,0,99,43,0,0,2023-12-31,2023 Q4
2023,1,Kauru,176,225,0,0,224,0,0,625,176,0,0,2023-03-31,2023 Q1
2023,2,Kauru,187,229,0,0,144,0,0,560,187,0,0,2023-06-30,2023 Q2
2023,3,Kauru,343,126,0,0,200,0,0,669,343,0,0,2023-09-30,2023 Q3
2023,4,Kauru,308,155,0,0,210,0,0,673,598,0,0,2023-12-31,2023 Q4
2023,1,Kubau,82,18,0,0,10,0,0,110,82,0,0,2023-03-31,2023 Q1
2023,2,Kubau,118,27,0,0,13,0,0,158,118,0,0,2023-06-30,2023 Q2
2023,3,Kubau,125,29,0,0,15,0,0,169,169,0,169,2023-09-30,2023 Q3
2023,4,Kubau,142,16,0,0,16,0,0,174,142,0,0,2023-12-31,2023 Q4
2023,1,Kudan,46,4,0,0,10,0,0,60,46,0,0,2023-03-31,2023 Q1
2023,2,Kudan,62,0,0,0,10,0,0,72,62,0,0,2023-06-30,2023 Q2
2023,3,Kudan,80,5,0,0,3,0,0,97,80,9,9,2023-09-30,2023 Q3
2023,4,Kudan,88,0,0,0,9,0,0,101,88,4,4,2023-12-31,2023 Q4
2023,1,Lere,46,0,0,0,5,0,0,51,47,0,0,2023-03-31,2023 Q1
2023,2,Lere,39,0,2,0,20,0,0,61,39,0,0,2023-06-30,2023 Q2
2023,3,Lere,35,0,1,0,41,0,1,78,79,0,36,2023-09-30,2023 Q3
2023,4,Lere,55,0,11,0,32,0,1,99,56,0,0,2023-12-31,2023 Q4
2023,1,Makarfi,99,1,5,0,35,0,2,142,99,0,0,2023-03-31,2023 Q1
2023,2,Makarfi,137,0,2,0,34,0,1,174,137,0,0,2023-06-30,2023 Q2
2023,3,Makarfi,105,0,12,0,82,0,1,200,105,0,0,2023-09-30,2023 Q3
2023,4,Makarfi,108,0,16,0,95,0,0,219,108,0,0,2023-12-31,2023 Q4
2023,1,Sabon Gari,245,9,0,0,41,0,0,295,245,0,0,2023-03-31,2023 Q1
2023,2,Sabon Gari,243,21,0,0,49,0,0,313,243,0,0,2023-06-30,2023 Q2
2023,3,Sabon Gari,446,18,1,0,122,0,0,587,446,0,0,2023-09-30,2023 Q3
2023,4,Sabon Gari,427,23,0,0,114,0,0,564,427,0,0,2023-12-31,2023 Q4
2023,1,Sanga,50,21,3,0,10,0,0,84,50,0,0,2023-03-31,2023 Q1
2023,2,Sanga,33,2,3,0,10,0,0,48,33,0,0,2023-06-30,2023 Q2
2023,3,Sanga,34,6,7,0,25,0,0,72,34,0,0,2023-09-30,2023 Q3
2023,4,Sanga,47,21,0,10,19,0,0,97,47,0,0,2023-12-31,2023 Q4
2023,1,Soba,76,8,0,0,6,0,0,90,76,0,0,2023-03-31,2023 Q1
2023,2,Soba,62,17,0,0,15,0,0,94,62,0,0,2023-06-30,2023 Q2
2023,3,Soba,131,17,0,0,5,0,0,153,131,0,0,2023-09-30,2023 Q3
2023,4,Soba,172,16,0,0,24,0,0,212,172,0,0,2023-12-31,2023 Q4
2023,1,Zangon Kataf,102,38,0,0,63,0,0,203,102,0,0,2023-03-31,2023 Q1
2023,2,Zangon Kataf,106,48,0,0,64,0,0,218,106,0,0,2023-06-30,2023 Q2
2023,3,Zangon Kataf,117,51,3,0,62,0,0,233,117,0,0,2023-09-30,2023 Q3
2023,4,Zangon Kataf,125,48,12,0,74,0,0,259,125,0,0,2023-12-31,2023 Q4
2023,1,Zaria,519,109,0,0,139,0,0,767,519,0,0,2023-03-31,2023 Q1
2023,2,Zaria,454,172,5,0,174,0,0,805,454,0,0,2023-06-30,2023 Q2
2023,3,Zaria,552,183,12,0,136,0,0,883,552,0,0,2023-09-30,2023 Q3
2023,4,Zaria,571,147,1,0,134,0,0,853,571,0,0,2023-12-31,2023 Q4
