,Year,Quarter,LGA,Sex,0-4,5-14,15–24,25–34,35–44,45–54,55–64,> 65,Total
0,2019,1,Birnin-Gwari,Male,0,0,1,0,0,0,0,0,1
1,2019,1,Birnin-Gwari,Female,0,0,0,0,1,0,0,0,1
2,2019,2,Birnin-Gwari,Male,0,0,0,0,0,0,0,0,0
3,2019,2,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
4,2019,3,Birnin-Gwari,Male,0,0,0,0,0,0,0,0,0
5,2019,3,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
6,2019,4,Birnin-Gwari,Male,0,0,0,0,1,0,0,0,1
7,2019,4,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
8,2019,1,Chikun,Male,0,0,0,2,4,1,1,0,8
9,2019,1,Chikun,Female,0,0,0,5,1,1,0,0,7
10,2019,2,Chikun,Male,0,0,0,1,0,0,1,0,2
11,2019,2,Chikun,Female,0,0,1,1,3,0,0,0,5
12,2019,3,Chikun,Male,0,0,0,3,3,0,0,0,6
13,2019,3,Chikun,Female,0,0,1,3,1,1,0,0,6
14,2019,4,Chikun,Male,0,1,0,0,1,0,0,0,2
15,2019,4,Chikun,Female,0,0,0,3,3,0,0,0,6
16,2019,1,Giwa,Male,0,1,2,0,1,0,1,0,5
17,2019,1,Giwa,Female,0,0,2,3,4,1,0,0,10
18,2019,2,Giwa,Male,0,0,1,2,1,0,2,1,7
19,2019,2,Giwa,Female,1,0,2,1,1,0,1,0,6
20,2019,3,Giwa,Male,2,3,4,1,2,0,1,1,14
21,2019,3,Giwa,Female,2,0,0,2,1,1,0,0,6
22,2019,4,Giwa,Male,0,1,1,2,0,1,0,0,5
23,2019,4,Giwa,Female,1,0,3,3,1,1,0,0,9
24,2019,1,Igabi,Male,0,0,0,1,1,1,0,0,3
25,2019,1,Igabi,Female,0,0,1,1,0,0,0,0,2
26,2019,2,Igabi,Male,0,0,0,1,1,1,0,1,4
27,2019,2,Igabi,Female,0,0,0,0,0,1,0,0,1
28,2019,3,Igabi,Male,0,0,0,0,0,1,0,0,1
29,2019,3,Igabi,Female,0,0,0,0,1,0,0,0,1
30,2019,4,Igabi,Male,0,0,0,2,2,0,1,0,5
31,2019,4,Igabi,Female,0,0,1,0,0,0,0,0,1
32,2019,1,Ikara,Male,0,0,0,0,0,0,0,0,0
33,2019,1,Ikara,Female,0,0,0,0,0,0,0,0,0
34,2019,2,Ikara,Male,0,0,0,0,0,0,1,0,1
35,2019,2,Ikara,Female,0,0,0,1,0,0,0,0,1
36,2019,3,Ikara,Male,0,0,0,0,0,0,0,0,0
37,2019,3,Ikara,Female,0,0,0,0,0,0,0,0,0
38,2019,4,Ikara,Male,0,0,0,0,1,0,0,0,1
39,2019,4,Ikara,Female,0,0,0,1,1,0,0,0,2
40,2019,1,Jaba,Male,0,0,0,0,0,0,0,0,0
41,2019,1,Jaba,Female,0,0,1,0,0,0,0,0,1
42,2019,2,Jaba,Male,0,0,0,0,0,1,0,0,1
43,2019,2,Jaba,Female,0,0,0,1,2,1,0,0,4
44,2019,3,Jaba,Male,0,0,0,0,1,0,0,1,2
45,2019,3,Jaba,Female,0,0,0,0,1,0,0,0,1
46,2019,4,Jaba,Male,0,0,0,1,1,0,0,0,2
47,2019,4,Jaba,Female,0,0,0,0,1,0,0,0,1
48,2019,1,Jema'a,Male,0,0,0,2,1,1,0,0,4
49,2019,1,Jema'a,Female,0,0,0,2,0,0,0,0,2
50,2019,2,Jema'a,Male,0,0,0,0,2,1,0,0,3
51,2019,2,Jema'a,Female,0,0,0,0,0,0,0,0,0
52,2019,3,Jema'a,Male,0,0,0,0,2,0,1,0,3
53,2019,3,Jema'a,Female,0,0,0,0,0,0,1,0,1
54,2019,4,Jema'a,Male,0,0,0,0,0,0,0,0,0
55,2019,4,Jema'a,Female,0,0,0,0,0,0,0,0,0
56,2019,1,Kachia,Male,0,0,0,1,0,1,0,0,2
57,2019,1,Kachia,Female,0,0,0,1,0,0,0,0,1
58,2019,2,Kachia,Male,0,0,0,0,2,0,0,0,2
59,2019,2,Kachia,Female,0,0,0,1,1,0,0,0,2
60,2019,3,Kachia,Male,0,0,0,0,0,0,0,0,0
61,2019,3,Kachia,Female,0,0,0,1,0,0,0,0,1
62,2019,4,Kachia,Male,0,0,0,0,0,0,0,0,0
63,2019,4,Kachia,Female,0,0,0,0,0,0,0,0,0
64,2019,1,Kaduna North,Male,0,0,0,2,4,5,0,0,11
65,2019,1,Kaduna North,Female,0,1,1,4,2,3,1,0,12
66,2019,2,Kaduna North,Male,0,1,1,7,7,4,2,1,23
67,2019,2,Kaduna North,Female,0,0,1,2,4,1,0,1,9
68,2019,3,Kaduna North,Male,0,0,3,2,3,5,1,1,15
69,2019,3,Kaduna North,Female,0,1,3,2,3,4,0,1,14
70,2019,4,Kaduna North,Male,0,0,1,0,3,2,1,0,7
71,2019,4,Kaduna North,Female,0,0,0,1,4,1,0,1,7
72,2019,1,Kaduna South,Male,0,0,0,1,7,6,2,0,16
73,2019,1,Kaduna South,Female,0,1,1,6,4,3,2,0,17
74,2019,2,Kaduna South,Male,1,0,0,0,6,8,0,0,15
75,2019,2,Kaduna South,Female,0,0,0,7,4,1,0,0,12
76,2019,3,Kaduna South,Male,1,0,2,2,9,2,2,0,18
77,2019,3,Kaduna South,Female,0,0,1,5,5,0,1,3,15
78,2019,4,Kaduna South,Male,0,0,1,1,9,7,0,2,20
79,2019,4,Kaduna South,Female,0,0,2,4,3,4,2,0,15
80,2019,1,Kagarko,Male,0,0,0,1,1,0,0,0,2
81,2019,1,Kagarko,Female,0,0,1,0,0,0,0,0,1
82,2019,2,Kagarko,Male,0,0,0,0,0,0,0,0,0
83,2019,2,Kagarko,Female,0,0,1,0,0,0,0,0,1
84,2019,3,Kagarko,Male,0,0,0,0,0,0,0,0,0
85,2019,3,Kagarko,Female,0,0,0,0,0,0,0,0,0
86,2019,4,Kagarko,Male,0,0,0,1,0,0,0,0,1
87,2019,4,Kagarko,Female,0,0,0,0,1,0,0,0,1
88,2019,1,Kajuru,Male,0,0,0,0,0,0,0,0,0
89,2019,1,Kajuru,Female,0,0,0,0,0,0,0,0,0
90,2019,2,Kajuru,Male,0,0,0,0,0,0,0,0,0
91,2019,2,Kajuru,Female,0,0,0,0,1,0,0,0,1
92,2019,3,Kajuru,Male,0,0,0,0,0,0,0,0,0
93,2019,3,Kajuru,Female,0,0,0,0,0,0,0,0,0
94,2019,4,Kajuru,Male,0,0,0,0,0,0,0,0,0
95,2019,4,Kajuru,Female,0,0,0,0,0,0,0,0,0
96,2019,1,Kaura,Male,0,1,0,1,0,0,0,0,2
97,2019,1,Kaura,Female,0,0,0,0,2,0,0,0,2
98,2019,2,Kaura,Male,0,0,0,0,3,0,0,0,3
99,2019,2,Kaura,Female,0,0,0,0,0,0,0,0,0
100,2019,3,Kaura,Male,0,0,0,0,1,0,0,0,1
101,2019,3,Kaura,Female,0,0,0,0,0,0,0,0,0
102,2019,4,Kaura,Male,0,0,0,0,0,1,0,0,1
103,2019,4,Kaura,Female,0,0,0,0,0,0,0,0,0
104,2019,1,Kauru,Male,0,0,0,0,0,0,0,0,0
105,2019,1,Kauru,Female,0,0,0,0,0,0,0,0,0
106,2019,2,Kauru,Male,0,0,0,0,0,0,0,0,0
107,2019,2,Kauru,Female,0,0,0,0,0,0,0,0,0
108,2019,3,Kauru,Male,0,0,0,0,0,0,0,0,0
109,2019,3,Kauru,Female,0,0,0,0,0,0,0,0,0
110,2019,4,Kauru,Male,0,0,0,1,0,0,0,0,1
111,2019,4,Kauru,Female,0,0,0,0,0,0,0,0,0
112,2019,1,Kubau,Male,0,0,0,0,1,0,0,0,1
113,2019,1,Kubau,Female,0,0,1,1,1,0,0,0,3
114,2019,2,Kubau,Male,0,0,0,0,0,0,0,0,0
115,2019,2,Kubau,Female,0,0,1,0,0,0,0,1,2
116,2019,3,Kubau,Male,0,0,0,0,0,0,0,0,0
117,2019,3,Kubau,Female,0,0,0,0,0,0,0,0,0
118,2019,4,Kubau,Male,0,0,1,0,0,0,0,0,1
119,2019,4,Kubau,Female,0,0,0,0,0,0,0,0,0
120,2019,1,Kudan,Male,0,0,0,0,0,0,0,0,0
121,2019,1,Kudan,Female,0,1,0,0,0,0,0,0,1
122,2019,2,Kudan,Male,0,0,0,0,0,0,0,0,0
123,2019,2,Kudan,Female,0,0,0,0,0,0,0,0,0
124,2019,3,Kudan,Male,0,0,0,0,0,0,0,0,0
125,2019,3,Kudan,Female,0,0,0,0,0,0,0,0,0
126,2019,4,Kudan,Male,0,0,0,0,0,1,0,0,1
127,2019,4,Kudan,Female,0,0,0,0,0,0,0,0,0
128,2019,1,Lere,Male,0,1,0,0,0,0,0,0,1
129,2019,1,Lere,Female,0,0,0,0,0,0,0,0,0
130,2019,2,Lere,Male,0,0,0,1,1,0,0,0,2
131,2019,2,Lere,Female,0,0,0,0,0,0,0,0,0
132,2019,3,Lere,Male,0,0,0,1,0,0,0,0,1
133,2019,3,Lere,Female,0,0,0,0,0,0,0,0,0
134,2019,4,Lere,Male,0,0,0,0,1,0,0,0,1
135,2019,4,Lere,Female,0,0,1,0,0,0,0,0,1
136,2019,1,Markafi,Male,0,0,0,1,0,0,0,0,1
137,2019,1,Markafi,Female,0,0,0,1,0,1,0,0,2
138,2019,2,Markafi,Male,0,0,0,0,1,0,0,0,1
139,2019,2,Markafi,Female,0,0,0,1,0,0,0,0,1
140,2019,3,Markafi,Male,0,0,0,1,0,0,0,0,1
141,2019,3,Markafi,Female,0,0,0,0,0,0,0,0,0
142,2019,4,Markafi,Male,0,0,0,0,1,0,2,0,3
143,2019,4,Markafi,Female,0,0,0,1,0,0,0,0,1
144,2019,1,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
145,2019,1,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
146,2019,2,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
147,2019,2,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
148,2019,3,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
149,2019,3,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
150,2019,4,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
151,2019,4,Sabon-Gari,Female,0,0,0,0,1,0,0,0,1
152,2019,1,Sanga,Male,0,0,0,0,1,1,0,0,2
153,2019,1,Sanga,Female,0,0,1,0,1,1,0,0,3
154,2019,2,Sanga,Male,0,0,0,0,0,0,0,0,0
155,2019,2,Sanga,Female,0,0,0,2,1,1,0,1,5
156,2019,3,Sanga,Male,0,0,0,0,1,2,0,1,4
157,2019,3,Sanga,Female,0,0,0,2,1,0,1,0,4
158,2019,4,Sanga,Male,0,0,0,0,0,0,0,0,0
159,2019,4,Sanga,Female,0,0,0,0,1,0,0,1,2
160,2019,1,Soba,Male,0,0,0,0,0,0,0,0,0
161,2019,1,Soba,Female,0,0,1,0,0,0,0,0,1
162,2019,2,Soba,Male,0,0,0,0,1,0,0,0,1
163,2019,2,Soba,Female,0,0,0,0,0,0,0,0,0
164,2019,3,Soba,Male,0,0,0,0,0,0,0,0,0
165,2019,3,Soba,Female,0,0,0,0,0,0,0,0,0
166,2019,4,Soba,Male,0,0,0,0,0,0,0,0,0
167,2019,4,Soba,Female,0,0,0,1,1,0,0,0,2
168,2019,1,Zango-Kataf,Male,0,0,1,0,0,0,0,0,1
169,2019,1,Zango-Kataf,Female,0,0,0,2,0,0,0,0,2
170,2019,2,Zango-Kataf,Male,0,0,0,0,4,1,0,0,5
171,2019,2,Zango-Kataf,Female,0,0,1,1,0,0,0,0,2
172,2019,3,Zango-Kataf,Male,0,0,0,0,0,1,0,0,1
173,2019,3,Zango-Kataf,Female,0,0,0,0,0,0,0,0,0
174,2019,4,Zango-Kataf,Male,0,0,0,0,0,1,0,0,1
175,2019,4,Zango-Kataf,Female,0,0,0,0,0,1,0,0,1
176,2019,1,Zaria,Male,0,0,0,5,4,3,2,0,14
177,2019,1,Zaria,Female,0,0,0,2,1,1,1,0,5
178,2019,2,Zaria,Male,0,0,1,1,2,1,1,0,6
179,2019,2,Zaria,Female,0,0,0,2,0,1,0,0,3
180,2019,3,Zaria,Male,0,0,0,0,1,3,0,0,4
181,2019,3,Zaria,Female,0,0,2,3,3,2,0,0,10
182,2019,4,Zaria,Male,0,0,0,2,3,4,1,0,10
183,2019,4,Zaria,Female,0,0,0,2,1,1,0,0,4
184,2020,1,Birnin-Gwari,Male,0,0,0,0,1,0,0,0,1
185,2020,1,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
186,2020,2,Birnin-Gwari,Male,0,0,0,0,0,0,0,0,0
187,2020,2,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
188,2020,3,Birnin-Gwari,Male,0,0,0,0,0,0,0,0,0
189,2020,3,Birnin-Gwari,Female,0,0,0,0,1,0,0,0,1
190,2020,4,Birnin-Gwari,Male,0,0,0,0,0,0,0,1,1
191,2020,4,Birnin-Gwari,Female,0,0,0,0,0,0,0,1,1
192,2020,1,Chikun,Male,0,1,0,2,3,3,0,0,9
193,2020,1,Chikun,Female,0,0,1,2,5,0,0,0,8
194,2020,2,Chikun,Male,0,0,0,1,6,2,0,0,9
195,2020,2,Chikun,Female,0,0,0,1,0,1,0,0,2
196,2020,3,Chikun,Male,0,0,0,1,3,2,0,0,6
197,2020,3,Chikun,Female,0,0,0,1,1,0,0,0,2
198,2020,4,Chikun,Male,0,0,0,2,5,1,0,0,8
199,2020,4,Chikun,Female,0,0,0,1,0,1,0,0,2
200,2020,1,Giwa,Male,0,0,0,1,0,1,2,0,4
201,2020,1,Giwa,Female,0,0,1,2,4,0,0,0,7
202,2020,2,Giwa,Male,0,1,0,1,1,1,0,0,4
203,2020,2,Giwa,Female,1,1,0,1,2,1,0,1,7
204,2020,3,Giwa,Male,1,0,0,0,2,1,2,1,7
205,2020,3,Giwa,Female,0,1,0,0,1,0,0,0,2
206,2020,4,Giwa,Male,0,2,0,2,2,0,0,1,7
207,2020,4,Giwa,Female,1,1,1,1,2,0,0,1,7
208,2020,1,Igabi,Male,0,0,0,0,0,1,0,0,1
209,2020,1,Igabi,Female,0,0,0,0,1,0,0,0,1
210,2020,2,Igabi,Male,0,0,0,0,0,1,0,0,1
211,2020,2,Igabi,Female,0,0,0,0,0,0,0,0,0
212,2020,3,Igabi,Male,0,0,0,0,0,0,0,0,0
213,2020,3,Igabi,Female,0,0,0,0,1,2,0,0,3
214,2020,4,Igabi,Male,0,0,0,0,0,0,1,0,1
215,2020,4,Igabi,Female,0,0,2,1,0,0,0,0,3
216,2020,1,Ikara,Male,0,0,0,0,2,0,0,0,2
217,2020,1,Ikara,Female,0,0,0,0,0,0,0,0,0
218,2020,2,Ikara,Male,0,0,0,0,1,1,0,0,2
219,2020,2,Ikara,Female,0,0,0,1,0,0,0,0,1
220,2020,3,Ikara,Male,0,0,0,1,0,0,0,0,1
221,2020,3,Ikara,Female,0,0,0,0,0,0,0,0,0
222,2020,4,Ikara,Male,                -  ,                -  ,                -  ,                   -  ,1,                     -  ,                    -  ,                 -  ,1
223,2020,4,Ikara,Female,                -  ,                -  ,                -  ,                   -  ,                    -  ,                     -  ,                    -  ,                 -  ,0
224,2020,1,Jaba,Male,0,0,0,0,0,2,1,0,3
225,2020,1,Jaba,Female,0,0,0,0,0,0,0,0,0
226,2020,2,Jaba,Male,0,0,0,0,0,0,0,0,0
227,2020,2,Jaba,Female,0,0,0,0,0,1,0,0,1
228,2020,3,Jaba,Male,0,0,0,0,0,0,0,1,1
229,2020,3,Jaba,Female,0,0,0,0,0,1,0,0,1
230,2020,4,Jaba,Male,0,0,0,0,1,0,0,0,1
231,2020,4,Jaba,Female,0,0,0,0,0,0,0,0,0
232,2020,1,Jema'a,Male,0,0,0,0,1,0,0,0,1
233,2020,1,Jema'a,Female,0,0,0,0,1,0,0,0,1
234,2020,2,Jema'a,Male,0,0,0,0,0,0,0,0,0
235,2020,2,Jema'a,Female,0,0,0,0,1,0,0,0,1
236,2020,3,Jema'a,Male,0,0,0,0,1,0,0,0,1
237,2020,3,Jema'a,Female,0,0,0,0,0,0,0,0,0
238,2020,4,Jema'a,Male,0,0,0,0,1,0,0,0,1
239,2020,4,Jema'a,Female,0,0,0,0,2,0,0,0,2
240,2020,1,Kachia,Male,0,0,0,0,0,0,0,0,0
241,2020,1,Kachia,Female,0,0,0,0,0,0,0,0,0
242,2020,2,Kachia,Male,0,0,0,0,1,1,1,0,3
243,2020,2,Kachia,Female,0,0,0,1,0,0,0,0,1
244,2020,3,Kachia,Male,0,0,0,0,0,0,0,0,0
245,2020,3,Kachia,Female,0,0,0,0,0,0,0,0,0
246,2020,4,Kachia,Male,0,0,0,1,1,1,1,0,4
247,2020,4,Kachia,Female,0,0,0,1,2,1,1,0,5
248,2020,1,Kaduna North,Male,0,0,2,1,4,1,0,1,9
249,2020,1,Kaduna North,Female,0,0,1,2,5,2,0,0,10
250,2020,2,Kaduna North,Male,0,0,1,1,0,2,0,0,4
251,2020,2,Kaduna North,Female,0,0,1,0,1,1,0,0,3
252,2020,3,Kaduna North,Male,0,0,0,2,0,1,0,0,3
253,2020,3,Kaduna North,Female,0,0,2,0,0,1,0,0,3
254,2020,4,Kaduna North,Male,0,0,4,1,4,2,1,0,12
255,2020,4,Kaduna North,Female,0,0,2,0,0,1,0,1,4
256,2020,1,Kaduna South,Male,0,1,2,6,6,5,4,0,24
257,2020,1,Kaduna South,Female,0,0,3,7,5,2,0,0,17
258,2020,2,Kaduna South,Male,0,1,2,4,7,2,2,0,18
259,2020,2,Kaduna South,Female,0,0,1,1,4,5,0,0,11
260,2020,3,Kaduna South,Male,0,0,0,4,6,1,3,0,14
261,2020,3,Kaduna South,Female,0,0,0,1,5,2,0,0,8
262,2020,4,Kaduna South,Male,0,0,0,2,7,6,4,2,21
263,2020,4,Kaduna South,Female,0,0,2,3,4,1,1,0,11
264,2020,1,Kagarko,Male,0,0,0,0,1,0,0,0,1
265,2020,1,Kagarko,Female,0,0,0,0,0,0,0,0,0
266,2020,2,Kagarko,Male,0,0,0,0,1,0,0,0,1
267,2020,2,Kagarko,Female,0,0,0,0,0,0,0,0,0
268,2020,3,Kagarko,Male,0,0,0,0,0,0,0,0,0
269,2020,3,Kagarko,Female,0,0,0,0,0,0,0,0,0
270,2020,4,Kagarko,Male,0,0,0,0,0,0,0,0,0
271,2020,4,Kagarko,Female,0,0,1,0,0,0,0,0,1
272,2020,1,Kajuru,Male,0,0,0,0,0,0,0,0,0
273,2020,1,Kajuru,Female,0,0,0,0,0,0,0,0,0
274,2020,2,Kajuru,Male,0,0,0,0,0,0,0,0,0
275,2020,2,Kajuru,Female,0,0,0,0,0,0,0,0,0
276,2020,3,Kajuru,Male,0,0,0,0,0,0,0,0,0
277,2020,3,Kajuru,Female,0,0,0,0,0,0,0,0,0
278,2020,4,Kajuru,Male,0,0,0,0,0,0,0,0,0
279,2020,4,Kajuru,Female,0,0,0,1,0,0,0,0,1
280,2020,1,Kaura,Male,0,0,1,0,0,0,0,0,1
281,2020,1,Kaura,Female,0,0,0,0,0,0,0,0,0
282,2020,2,Kaura,Male,0,0,0,1,0,0,0,0,1
283,2020,2,Kaura,Female,0,0,0,0,0,0,0,0,0
284,2020,3,Kaura,Male,0,0,0,0,0,0,0,0,0
285,2020,3,Kaura,Female,0,0,0,0,0,0,0,0,0
286,2020,4,Kaura,Male,0,0,0,0,0,0,0,0,0
287,2020,4,Kaura,Female,0,0,0,1,0,0,0,0,1
288,2020,1,Kauru,Male,0,0,0,0,0,0,0,0,0
289,2020,1,Kauru,Female,0,0,0,0,0,0,0,0,0
290,2020,2,Kauru,Male,0,0,0,0,0,0,0,0,0
291,2020,2,Kauru,Female,0,0,0,0,0,0,0,0,0
292,2020,3,Kauru,Male,0,0,0,0,0,0,0,0,0
293,2020,3,Kauru,Female,0,0,0,0,0,0,0,0,0
294,2020,4,Kauru,Male,0,0,0,0,0,0,0,0,0
295,2020,4,Kauru,Female,0,0,0,0,0,0,0,0,0
296,2020,1,Kubau,Male,0,0,0,0,0,0,0,0,0
297,2020,1,Kubau,Female,0,0,0,0,0,0,0,0,0
298,2020,2,Kubau,Male,0,0,2,0,0,0,0,0,2
299,2020,2,Kubau,Female,0,0,1,0,1,0,0,0,2
300,2020,3,Kubau,Male,0,0,0,0,0,1,0,0,1
301,2020,3,Kubau,Female,0,0,0,1,0,1,0,0,2
