,Year,Quarter,LGA,Sex,0-4,5-14,15–24,25–34,35–44,45–54,55–64,> 65,Total
612,2022,3,Kachia,Male,0,0,0,2,8,5,2,0,17
613,2022,3,Kachia,Female,1,0,1,5,6,4,3,0,20
614,2022,4,Kachia,Male,0,0,0,4,6,3,1,0,14
615,2022,4,Kachia,Female,0,0,3,4,5,2,5,0,19
616,2022,1,Kaduna North,Male,0,1,1,3,2,1,0,0,8
617,2022,1,Kaduna North,Female,0,0,1,3,2,1,0,0,7
618,2022,2,Kaduna North,Male,0,0,1,8,6,0,0,0,15
619,2022,2,Kaduna North,Female,0,0,1,12,2,0,0,0,15
620,2022,3,Kaduna North,Male,0,0,2,3,1,1,0,0,7
621,2022,3,Kaduna North,Female,0,0,1,0,4,1,1,0,7
622,2022,4,Kaduna North,Male,0,0,1,3,4,1,0,0,9
623,2022,4,Kaduna North,Female,0,0,2,4,5,2,1,0,14
624,2022,1,Kaduna South,Male,0,1,0,10,6,2,15,0,34
625,2022,1,Kaduna South,Female,0,0,2,12,15,4,0,0,33
626,2022,2,Kaduna South,Male,0,1,0,7,8,11,1,1,29
627,2022,2,Kaduna South,Female,0,1,3,4,4,1,1,2,16
628,2022,3,Kaduna South,Male,0,1,2,5,7,9,2,1,27
629,2022,3,Kaduna South,Female,0,0,4,3,10,4,0,0,21
630,2022,4,Kaduna South,Male,0,0,2,4,11,8,1,1,27
631,2022,4,Kaduna South,Female,0,0,0,11,7,6,1,1,26
632,2022,1,Kagarko,Male,0,0,0,0,0,0,0,0,0
633,2022,1,Kagarko,Female,0,0,0,0,0,0,0,0,0
634,2022,2,Kagarko,Male,0,0,0,0,0,0,0,0,0
635,2022,2,Kagarko,Female,0,0,0,0,0,0,0,0,0
636,2022,3,Kagarko,Male,0,0,0,0,0,0,0,0,0
637,2022,3,Kagarko,Female,0,0,0,0,0,0,0,0,0
638,2022,4,Kagarko,Male,0,0,0,0,0,0,0,0,0
639,2022,4,Kagarko,Female,0,0,0,0,0,0,1,0,1
640,2022,1,Kajuru,Male,0,0,0,0,1,0,0,0,1
641,2022,1,Kajuru,Female,0,0,0,0,0,0,0,0,0
642,2022,2,Kajuru,Male,0,0,0,0,0,0,0,0,0
643,2022,2,Kajuru,Female,0,0,0,0,0,0,0,0,0
644,2022,3,Kajuru,Male,0,0,1,0,0,1,0,0,2
645,2022,3,Kajuru,Female,0,0,0,1,0,1,0,0,2
646,2022,4,Kajuru,Male,0,0,0,0,0,1,0,0,1
647,2022,4,Kajuru,Female,0,0,0,0,1,0,1,0,2
648,2022,1,Kaura,Male,0,0,0,0,1,1,0,0,2
649,2022,1,Kaura,Female,0,0,0,1,0,0,0,0,1
650,2022,2,Kaura,Male,0,0,0,0,2,0,1,0,3
651,2022,2,Kaura,Female,0,0,0,0,1,0,0,0,1
652,2022,3,Kaura,Male,0,0,0,0,0,0,1,0,1
653,2022,3,Kaura,Female,0,0,0,0,3,0,0,0,3
654,2022,4,Kaura,Male,0,0,0,1,0,1,0,0,2
655,2022,4,Kaura,Female,0,0,2,0,1,0,0,0,3
656,2022,1,Kauru,Male,0,0,0,0,0,0,0,0,0
657,2022,1,Kauru,Female,0,0,0,0,0,0,0,0,0
658,2022,2,Kauru,Male,0,0,0,0,0,0,0,0,0
659,2022,2,Kauru,Female,0,0,0,0,0,0,0,0,0
660,2022,3,Kauru,Male,0,0,3,3,0,0,0,0,6
661,2022,3,Kauru,Female,0,0,0,0,0,0,0,0,0
662,2022,4,Kauru,Male,0,0,0,0,0,0,0,0,0
663,2022,4,Kauru,Female,0,0,0,0,0,0,0,0,0
664,2022,1,Kubau,Male,0,0,0,0,1,0,0,0,1
665,2022,1,Kubau,Female,0,0,0,0,0,0,0,0,0
666,2022,2,Kubau,Male,0,0,0,0,0,0,0,0,0
667,2022,2,Kubau,Female,0,0,0,1,0,1,0,0,2
668,2022,3,Kubau,Male,0,0,0,0,0,0,0,0,0
669,2022,3,Kubau,Female,0,0,0,1,0,0,0,0,1
670,2022,4,Kubau,Male,0,0,2,0,1,0,0,0,3
671,2022,4,Kubau,Female,0,0,0,0,0,1,0,0,1
672,2022,1,Kudan,Male,0,0,0,0,0,0,0,0,0
673,2022,1,Kudan,Female,0,0,0,0,0,0,0,0,0
674,2022,2,Kudan,Male,0,0,0,1,0,0,0,0,1
675,2022,2,Kudan,Female,0,0,0,0,0,0,0,0,0
676,2022,3,Kudan,Male,0,0,0,0,0,0,0,1,1
677,2022,3,Kudan,Female,0,0,0,0,0,0,0,0,0
678,2022,4,Kudan,Male,0,0,0,0,0,0,0,0,0
679,2022,4,Kudan,Female,0,0,0,0,0,0,0,0,0
680,2022,1,Lere,Male,0,0,0,0,1,0,0,0,1
681,2022,1,Lere,Female,0,0,0,0,0,0,0,1,1
682,2022,2,Lere,Male,0,0,0,0,0,1,0,0,1
683,2022,2,Lere,Female,0,0,1,0,0,0,1,0,2
684,2022,3,Lere,Male,0,0,2,0,0,0,0,0,2
685,2022,3,Lere,Female,0,0,0,2,1,0,0,0,3
686,2022,4,Lere,Male,0,1,0,0,1,2,0,0,4
687,2022,4,Lere,Female,0,0,1,3,1,0,0,0,5
688,2022,1,Markafi,Male,0,0,0,1,0,0,0,0,1
689,2022,1,Markafi,Female,0,0,0,0,0,0,0,0,0
690,2022,2,Markafi,Male,0,0,1,1,0,0,1,0,3
691,2022,2,Markafi,Female,0,0,0,1,0,0,0,0,1
692,2022,3,Markafi,Male,0,0,0,4,1,2,0,0,7
693,2022,3,Markafi,Female,0,0,0,3,3,2,0,0,8
694,2022,4,Markafi,Male,0,0,0,1,1,1,0,0,3
695,2022,4,Markafi,Female,0,0,0,1,1,1,0,0,3
696,2022,1,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
697,2022,1,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
698,2022,2,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
699,2022,2,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
700,2022,3,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
701,2022,3,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
702,2022,4,Sabon-Gari,Male,0,0,0,0,1,0,0,0,1
703,2022,4,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
704,2022,1,Sanga,Male,0,0,1,0,2,3,1,0,7
705,2022,1,Sanga,Female,0,0,1,2,0,1,0,1,5
706,2022,2,Sanga,Male,0,0,0,1,3,0,0,0,4
707,2022,2,Sanga,Female,0,0,0,1,0,0,1,0,2
708,2022,3,Sanga,Male,0,0,0,3,0,1,0,0,4
709,2022,3,Sanga,Female,0,0,0,0,1,2,0,0,3
710,2022,4,Sanga,Male,0,0,0,0,1,0,0,0,1
711,2022,4,Sanga,Female,0,0,0,1,1,1,0,0,3
712,2022,1,Soba,Male,0,0,0,0,0,0,0,0,0
713,2022,1,Soba,Female,0,0,0,0,0,0,0,0,0
714,2022,2,Soba,Male,0,0,0,0,0,0,0,0,0
715,2022,2,Soba,Female,0,0,0,0,0,0,0,0,0
716,2022,3,Soba,Male,0,0,0,0,0,0,0,0,0
717,2022,3,Soba,Female,0,0,0,0,0,0,0,0,0
718,2022,4,Soba,Male,0,0,0,0,0,0,0,0,0
719,2022,4,Soba,Female,0,0,0,0,0,0,0,0,0
720,2022,1,Zango-Kataf,Male,0,0,0,2,1,0,0,0,3
721,2022,1,Zango-Kataf,Female,0,0,0,0,1,0,0,0,1
722,2022,2,Zango-Kataf,Male,0,0,0,0,0,0,0,3,3
723,2022,2,Zango-Kataf,Female,0,0,0,0,0,1,0,0,1
724,2022,3,Zango-Kataf,Male,0,0,0,0,1,4,0,0,5
725,2022,3,Zango-Kataf,Female,0,0,0,0,1,1,0,0,2
726,2022,4,Zango-Kataf,Male,0,0,1,1,0,1,2,0,5
727,2022,4,Zango-Kataf,Female,0,0,0,0,0,1,0,0,1
728,2022,1,Zaria,Male,0,0,5,4,3,1,0,0,13
729,2022,1,Zaria,Female,0,0,1,3,5,0,0,0,9
730,2022,2,Zaria,Male,0,0,0,2,3,1,0,0,6
731,2022,2,Zaria,Female,0,0,2,1,3,0,0,0,6
732,2022,3,Zaria,Male,0,0,3,0,3,1,0,0,7
733,2022,3,Zaria,Female,0,0,3,2,2,0,0,0,7
734,2022,4,Zaria,Male,0,0,2,2,1,0,0,0,5
735,2022,4,Zaria,Female,0,0,0,4,2,1,0,0,7
736,2023,1,Birnin-Gwari,Male,0,0,0,0,0,1,0,0,1
737,2023,1,Birnin-Gwari,Female,0,0,0,0,0,0,0,1,1
738,2023,2,Birnin-Gwari,Male,0,0,0,0,0,1,1,0,2
739,2023,2,Birnin-Gwari,Female,0,0,0,0,1,0,0,0,1
740,2023,3,Birnin-Gwari,Male,0,0,0,0,0,0,2,0,2
741,2023,3,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
742,2023,4,Birnin-Gwari,Male,0,0,0,0,0,1,0,0,1
743,2023,4,Birnin-Gwari,Female,0,0,0,0,0,0,0,0,0
744,2023,1,Chikun,Male,0,0,0,0,3,1,0,0,4
745,2023,1,Chikun,Female,0,0,3,0,1,1,0,0,5
746,2023,2,Chikun,Male,0,0,1,0,2,1,0,0,4
747,2023,2,Chikun,Female,0,0,1,6,3,2,2,1,15
748,2023,3,Chikun,Male,0,0,1,3,2,1,2,1,10
749,2023,3,Chikun,Female,0,1,1,2,2,2,2,2,12
750,2023,4,Chikun,Male,0,0,0,1,1,2,1,0,5
751,2023,4,Chikun,Female,0,1,1,2,1,1,2,0,8
752,2023,1,Giwa,Male,0,0,2,0,1,1,1,0,5
753,2023,1,Giwa,Female,0,0,1,1,1,1,1,0,5
754,2023,2,Giwa,Male,0,0,0,2,1,1,0,1,5
755,2023,2,Giwa,Female,0,0,2,0,1,2,1,0,6
756,2023,3,Giwa,Male,1,0,0,1,0,0,0,0,2
757,2023,3,Giwa,Female,2,1,0,0,2,3,0,0,8
758,2023,4,Giwa,Male,1,0,1,0,2,0,0,1,5
759,2023,4,Giwa,Female,1,0,1,0,1,1,0,0,4
760,2023,1,Igabi,Male,0,0,0,0,0,1,0,0,1
761,2023,1,Igabi,Female,0,0,0,0,0,0,0,0,0
762,2023,2,Igabi,Male,0,0,0,0,0,0,0,0,0
763,2023,2,Igabi,Female,0,0,1,0,0,0,0,0,1
764,2023,3,Igabi,Male,0,0,0,1,0,0,0,0,1
765,2023,3,Igabi,Female,0,0,0,0,1,1,0,0,2
766,2023,4,Igabi,Male,0,0,0,0,0,0,0,0,0
767,2023,4,Igabi,Female,0,0,0,0,1,1,0,0,2
768,2023,1,Ikara,Male,0,0,0,0,1,0,0,0,1
769,2023,1,Ikara,Female,0,0,0,0,0,0,0,0,0
770,2023,2,Ikara,Male,0,0,0,0,0,0,0,0,0
771,2023,2,Ikara,Female,0,0,0,2,1,0,0,0,3
772,2023,3,Ikara,Male,0,0,0,0,0,0,0,0,0
773,2023,3,Ikara,Female,0,0,0,1,0,1,0,0,2
774,2023,4,Ikara,Male,0,0,0,0,0,0,0,0,0
775,2023,4,Ikara,Female,0,0,0,0,1,0,0,0,1
776,2023,1,Jaba,Male,0,0,0,0,0,1,0,0,1
777,2023,1,Jaba,Female,0,0,1,0,0,0,0,0,1
778,2023,2,Jaba,Male,0,0,0,0,2,2,0,0,4
779,2023,2,Jaba,Female,0,0,0,0,0,0,0,0,0
780,2023,3,Jaba,Male,0,0,0,0,3,0,0,0,3
781,2023,3,Jaba,Female,0,0,0,0,0,0,0,0,0
782,2023,4,Jaba,Male,0,0,0,0,0,1,0,0,1
783,2023,4,Jaba,Female,0,1,1,2,2,0,1,0,7
784,2023,1,Jema'a,Male,0,0,0,0,1,0,1,0,2
785,2023,1,Jema'a,Female,0,1,0,1,1,2,0,0,5
786,2023,2,Jema'a,Male,0,0,1,0,2,1,0,0,4
787,2023,2,Jema'a,Female,1,0,0,1,3,0,0,0,5
788,2023,3,Jema'a,Male,1,0,1,1,2,1,1,0,7
789,2023,3,Jema'a,Female,0,0,2,1,3,2,0,0,8
790,2023,4,Jema'a,Male,1,0,0,1,1,1,0,0,4
791,2023,4,Jema'a,Female,0,0,3,0,1,1,0,0,5
792,2023,1,Kachia,Male,0,0,0,2,2,4,3,1,12
793,2023,1,Kachia,Female,0,0,1,2,6,2,6,0,17
794,2023,2,Kachia,Male,0,0,0,2,2,3,1,0,8
795,2023,2,Kachia,Female,0,0,0,1,2,1,0,0,4
796,2023,3,Kachia,Male,0,0,0,1,2,4,2,0,9
797,2023,3,Kachia,Female,0,0,0,3,5,2,3,0,13
798,2023,4,Kachia,Male,0,0,0,1,1,1,0,0,3
799,2023,4,Kachia,Female,0,0,0,0,1,1,1,0,3
800,2023,1,Kaduna North,Male,0,2,2,8,6,1,0,0,19
801,2023,1,Kaduna North,Female,0,1,3,3,3,1,1,0,12
802,2023,2,Kaduna North,Male,0,1,1,5,4,2,1,0,14
803,2023,2,Kaduna North,Female,0,0,1,4,2,1,0,0,8
804,2023,3,Kaduna North,Male,0,0,2,5,6,1,1,0,15
805,2023,3,Kaduna North,Female,0,0,3,6,7,3,2,0,21
806,2023,4,Kaduna North,Male,0,1,1,6,5,1,1,0,15
807,2023,4,Kaduna North,Female,0,0,2,7,4,2,2,0,17
808,2023,1,Kaduna South,Male,0,1,0,3,2,3,5,0,14
809,2023,1,Kaduna South,Female,0,0,2,3,1,1,0,0,7
810,2023,2,Kaduna South,Male,0,0,1,6,10,4,0,0,21
811,2023,2,Kaduna South,Female,0,1,3,5,10,6,0,1,26
812,2023,3,Kaduna South,Male,0,0,3,4,7,6,2,0,22
813,2023,3,Kaduna South,Female,0,2,7,10,12,3,3,1,38
814,2023,4,Kaduna South,Male,0,1,2,7,15,8,0,1,34
815,2023,4,Kaduna South,Female,0,2,2,7,6,3,2,2,24
816,2023,1,Kagarko,Male,0,0,0,0,0,0,0,0,0
817,2023,1,Kagarko,Female,0,0,0,0,0,0,0,0,0
818,2023,2,Kagarko,Male,0,0,0,0,1,0,0,0,1
819,2023,2,Kagarko,Female,0,0,0,1,0,0,0,0,1
820,2023,3,Kagarko,Male,0,0,0,0,0,0,0,0,0
821,2023,3,Kagarko,Female,0,0,0,0,0,0,0,0,0
822,2023,4,Kagarko,Male,0,0,0,0,0,0,0,0,0
823,2023,4,Kagarko,Female,0,0,0,0,0,0,0,0,0
824,2023,1,Kajuru,Male,0,0,0,0,0,2,1,0,3
825,2023,1,Kajuru,Female,0,0,0,0,1,0,0,0,1
826,2023,2,Kajuru,Male,0,0,0,2,3,1,3,0,9
827,2023,2,Kajuru,Female,0,0,0,0,0,1,0,1,2
828,2023,3,Kajuru,Male,0,0,2,1,0,1,0,1,5
829,2023,3,Kajuru,Female,0,0,1,0,0,0,1,0,2
830,2023,4,Kajuru,Male,0,0,0,1,2,1,0,1,5
831,2023,4,Kajuru,Female,0,0,0,0,1,0,1,0,2
832,2023,1,Kaura,Male,0,0,0,2,2,2,0,0,6
833,2023,1,Kaura,Female,0,0,0,0,1,0,0,1,2
834,2023,2,Kaura,Male,0,0,0,1,1,1,0,0,3
835,2023,2,Kaura,Female,0,0,0,0,1,2,0,0,3
836,2023,3,Kaura,Male,0,1,0,1,2,2,0,0,6
837,2023,3,Kaura,Female,0,0,0,2,2,1,0,0,5
838,2023,4,Kaura,Male,0,0,0,0,1,0,1,0,2
839,2023,4,Kaura,Female,0,0,0,2,1,0,0,0,3
840,2023,1,Kauru,Male,0,0,0,0,0,0,0,0,0
841,2023,1,Kauru,Female,0,0,0,0,0,0,0,0,0
842,2023,2,Kauru,Male,0,3,3,0,2,0,0,0,8
843,2023,2,Kauru,Female,0,2,0,0,0,0,0,0,2
844,2023,3,Kauru,Male,0,0,0,0,1,0,0,0,1
845,2023,3,Kauru,Female,0,0,0,0,1,1,0,0,2
846,2023,4,Kauru,Male,0,0,0,1,2,0,0,0,3
847,2023,4,Kauru,Female,0,0,0,1,1,0,0,0,2
848,2023,1,Kubau,Male,0,0,0,0,0,1,0,0,1
849,2023,1,Kubau,Female,0,0,1,0,2,2,0,0,5
850,2023,2,Kubau,Male,0,0,0,0,0,0,0,0,0
851,2023,2,Kubau,Female,0,0,0,0,0,0,0,0,0
852,2023,3,Kubau,Male,0,0,0,0,0,0,0,0,0
853,2023,3,Kubau,Female,0,0,0,0,0,0,0,0,0
854,2023,4,Kubau,Male,0,0,0,0,0,0,0,0,0
855,2023,4,Kubau,Female,0,0,0,0,0,0,0,0,0
856,2023,1,Kudan,Male,0,0,0,0,0,0,0,0,0
857,2023,1,Kudan,Female,0,0,0,0,0,0,0,0,0
858,2023,2,Kudan,Male,0,0,0,0,0,0,0,0,0
859,2023,2,Kudan,Female,0,0,0,0,0,0,0,0,0
860,2023,3,Kudan,Male,0,0,0,0,0,0,0,0,0
861,2023,3,Kudan,Female,0,0,0,0,0,0,0,0,0
862,2023,4,Kudan,Male,0,0,0,0,0,0,0,0,0
863,2023,4,Kudan,Female,0,0,0,1,0,0,0,0,1
864,2023,1,Lere,Male,0,0,0,0,0,0,0,0,0
865,2023,1,Lere,Female,0,0,0,0,0,0,0,0,0
866,2023,2,Lere,Male,0,0,0,0,1,0,0,0,1
867,2023,2,Lere,Female,0,0,0,0,0,0,0,0,0
868,2023,3,Lere,Male,0,1,0,0,0,0,0,0,1
869,2023,3,Lere,Female,0,0,0,0,0,0,1,0,1
870,2023,4,Lere,Male,1,0,1,0,1,3,0,0,6
871,2023,4,Lere,Female,2,0,1,3,0,3,0,0,9
872,2023,1,Markafi,Male,0,0,0,1,0,1,0,0,2
873,2023,1,Markafi,Female,0,0,0,2,1,0,0,0,3
874,2023,2,Markafi,Male,0,0,1,0,0,1,0,0,2
875,2023,2,Markafi,Female,0,0,0,2,1,1,1,0,5
876,2023,3,Markafi,Male,0,0,0,3,0,0,0,1,4
877,2023,3,Markafi,Female,0,0,0,4,1,0,0,0,5
878,2023,4,Markafi,Male,0,0,1,0,0,1,0,1,3
879,2023,4,Markafi,Female,0,0,0,4,2,1,0,0,7
880,2023,1,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
881,2023,1,Sabon-Gari,Female,0,0,0,0,2,0,0,0,2
882,2023,2,Sabon-Gari,Male,0,0,0,0,0,0,0,0,0
883,2023,2,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
884,2023,3,Sabon-Gari,Male,0,0,0,0,0,1,1,0,2
885,2023,3,Sabon-Gari,Female,0,0,0,0,1,0,0,0,1
886,2023,4,Sabon-Gari,Male,0,0,0,0,0,1,1,1,3
887,2023,4,Sabon-Gari,Female,0,0,0,0,0,0,0,0,0
888,2023,1,Sanga,Male,0,0,0,0,1,1,0,0,2
889,2023,1,Sanga,Female,0,1,0,1,0,0,1,1,4
890,2023,2,Sanga,Male,0,0,0,0,0,1,0,0,1
891,2023,2,Sanga,Female,0,0,1,0,0,3,0,0,4
892,2023,3,Sanga,Male,0,0,0,2,0,1,1,0,4
893,2023,3,Sanga,Female,0,0,2,6,2,5,0,1,16
894,2023,4,Sanga,Male,0,0,0,0,2,3,0,0,5
895,2023,4,Sanga,Female,0,0,1,4,3,0,0,2,10
896,2023,1,Soba,Male,0,0,0,0,0,0,0,0,0
897,2023,1,Soba,Female,0,0,0,0,0,0,0,0,0
898,2023,2,Soba,Male,0,0,0,0,0,0,0,0,0
899,2023,2,Soba,Female,0,0,0,0,0,0,0,0,0
900,2023,3,Soba,Male,0,0,0,0,0,0,0,0,0
901,2023,3,Soba,Female,0,0,0,0,0,0,0,0,0
902,2023,4,Soba,Male,0,0,0,0,0,0,0,0,0
903,2023,4,Soba,Female,0,0,0,0,0,0,0,0,0
904,2023,1,Zango-Kataf,Male,0,0,0,2,1,1,1,0,5
905,2023,1,Zango-Kataf,Female,0,0,0,0,1,0,0,0,1
906,2023,2,Zango-Kataf,Male,0,0,1,1,1,3,0,0,6
907,2023,2,Zango-Kataf,Female,0,0,0,1,0,0,0,0,1
908,2023,3,Zango-Kataf,Male,0,0,0,0,0,3,1,0,4
909,2023,3,Zango-Kataf,Female,0,0,0,0,0,2,0,1,3
910,2023,4,Zango-Kataf,Male,0,0,1,0,0,2,0,1,4
911,2023,4,Zango-Kataf,Female,0,0,0,2,1,1,0,0,4
912,2023,1,Zaria,Male,0,0,0,4,3,0,0,0,7
913,2023,1,Zaria,Female,0,0,0,0,2,0,0,0,2
914,2023,2,Zaria,Male,0,0,0,3,2,1,0,0,6
915,2023,2,Zaria,Female,0,0,0,2,1,1,0,0,4
916,2023,3,Zaria,Male,0,0,2,0,0,0,0,0,2
917,2023,3,Zaria,Female,0,0,0,1,0,0,0,0,1
918,2023,4,Zaria,Male,0,0,0,2,3,0,0,0,5
919,2023,4,Zaria,Female,0,0,0,0,1,0,0,0,1
